split,image,flight,frame,boxes,source
train,0_8680,0,8680,1,mots_only
train,0_8687,0,8687,1,mots_only
train,0_8688,0,8688,1,mots_only
train,0_8697,0,8697,1,mots_only
train,0_8707,0,8707,1,mots_only
train,0_8709,0,8709,1,mots_only
train,0_8713,0,8713,1,mots_only
train,0_8753,0,8753,1,mots_only
train,0_8754,0,8754,1,mots_only
train,0_8755,0,8755,1,mots_only
train,0_8756,0,8756,1,mots_only
train,0_8757,0,8757,1,mots_only
train,0_8758,0,8758,1,mots_only
train,0_8759,0,8759,1,mots_only
train,0_8760,0,8760,1,mots_only
train,0_8761,0,8761,1,mots_only
train,0_8762,0,8762,1,mots_only
train,0_8763,0,8763,1,mots_only
train,0_8764,0,8764,1,mots_only
train,0_8765,0,8765,1,mots_only
train,0_8766,0,8766,1,mots_only
train,0_8767,0,8767,1,mots_only
train,0_8768,0,8768,1,mots_only
train,0_8769,0,8769,1,mots_only
train,0_8770,0,8770,1,mots_only
train,0_8771,0,8771,1,mots_only
train,0_8772,0,8772,1,mots_only
train,0_8775,0,8775,1,mots_only
train,0_8777,0,8777,1,mots_only
train,0_8782,0,8782,1,mots_only
train,0_8792,0,8792,1,mots_only
train,0_8802,0,8802,1,mots_only
train,0_8862,0,8862,1,mots_only
train,0_8872,0,8872,1,mots_only
train,0_8893,0,8893,1,mots_only
train,0_8912,0,8912,1,mots_only
train,100_1014,100,1014,2,mots_only
train,100_1034,100,1034,2,mots_only
train,100_1054,100,1054,2,mots_only
train,100_1074,100,1074,2,mots_only
train,100_1094,100,1094,2,mots_only
train,100_1114,100,1114,2,mots_only
train,100_1124,100,1124,2,mots_only
train,100_1144,100,1144,2,mots_only
train,100_1164,100,1164,1,yolo+mots
train,100_1184,100,1184,2,mots_only
train,100_1204,100,1204,2,mots_only
train,100_1224,100,1224,2,mots_only
train,100_1244,100,1244,2,mots_only
train,100_1254,100,1254,1,mots_only
train,100_1269,100,1269,1,mots_only
train,100_1274,100,1274,1,mots_only
train,100_1304,100,1304,1,mots_only
train,100_1314,100,1314,2,mots_only
train,100_1324,100,1324,2,mots_only
train,100_1344,100,1344,2,mots_only
train,100_1364,100,1364,2,mots_only
train,100_1467,100,1467,1,mots_only
train,100_1475,100,1475,1,mots_only
train,100_1477,100,1477,1,mots_only
train,100_1495,100,1495,1,mots_only
train,100_1515,100,1515,1,mots_only
train,100_1539,100,1539,1,mots_only
train,100_1542,100,1542,1,mots_only
train,100_1545,100,1545,1,mots_only
train,100_1565,100,1565,1,mots_only
train,100_1585,100,1585,1,mots_only
train,100_1601,100,1601,1,mots_only
train,100_1605,100,1605,1,mots_only
train,100_1625,100,1625,1,mots_only
train,100_1645,100,1645,1,mots_only
train,100_1665,100,1665,1,mots_only
train,100_1683,100,1683,1,mots_only
train,100_1685,100,1685,1,mots_only
train,100_1705,100,1705,1,mots_only
train,100_1725,100,1725,1,mots_only
train,100_1745,100,1745,1,mots_only
train,100_1993,100,1993,1,mots_only
train,100_2003,100,2003,2,mots_only
train,100_2013,100,2013,1,mots_only
train,100_2023,100,2023,2,mots_only
train,100_2043,100,2043,2,mots_only
train,100_2063,100,2063,2,mots_only
train,100_2083,100,2083,2,mots_only
train,100_2103,100,2103,1,mots_only
train,100_2123,100,2123,1,mots_only
train,100_5778,100,5778,1,mots_only
train,100_5788,100,5788,1,mots_only
train,100_5798,100,5798,1,mots_only
train,100_5818,100,5818,1,mots_only
train,100_5838,100,5838,1,mots_only
train,100_5858,100,5858,1,mots_only
train,100_5878,100,5878,1,mots_only
train,100_5886,100,5886,1,mots_only
train,100_5926,100,5926,1,mots_only
train,100_5946,100,5946,1,mots_only
train,100_5966,100,5966,1,mots_only
train,100_5976,100,5976,1,mots_only
train,100_6993,100,6993,1,mots_only
train,100_7003,100,7003,1,mots_only
train,100_7022,100,7022,1,mots_only
train,100_7023,100,7023,1,mots_only
train,100_7043,100,7043,1,mots_only
train,100_7063,100,7063,1,mots_only
train,100_7071,100,7071,1,mots_only
train,100_7072,100,7072,1,mots_only
train,100_7075,100,7075,1,mots_only
train,100_7081,100,7081,1,mots_only
train,100_7085,100,7085,1,mots_only
train,100_7092,100,7092,1,mots_only
train,100_7099,100,7099,2,mots_only
train,100_7101,100,7101,1,mots_only
train,100_7105,100,7105,1,mots_only
train,100_7121,100,7121,1,mots_only
train,100_7125,100,7125,1,mots_only
train,100_7141,100,7141,1,mots_only
train,100_7151,100,7151,1,mots_only
train,100_7155,100,7155,1,mots_only
train,100_7171,100,7171,1,mots_only
train,100_7184,100,7184,3,mots_only
train,100_7185,100,7185,1,mots_only
train,100_7191,100,7191,1,mots_only
train,100_7199,100,7199,1,mots_only
train,100_7211,100,7211,2,mots_only
train,100_7231,100,7231,2,mots_only
train,100_7251,100,7251,2,mots_only
train,100_7271,100,7271,2,mots_only
train,100_7291,100,7291,3,mots_only
train,100_7311,100,7311,3,mots_only
train,100_7331,100,7331,3,mots_only
train,100_7351,100,7351,2,mots_only
train,100_7371,100,7371,2,mots_only
train,100_7391,100,7391,2,mots_only
train,100_7409,100,7409,2,mots_only
train,100_7411,100,7411,2,mots_only
train,100_7431,100,7431,2,mots_only
train,100_7444,100,7444,1,mots_only
train,100_7451,100,7451,1,mots_only
train,100_7471,100,7471,1,mots_only
train,100_7481,100,7481,1,mots_only
train,100_7501,100,7501,1,mots_only
train,100_7521,100,7521,1,mots_only
train,100_7673,100,7673,1,mots_only
train,100_7683,100,7683,1,mots_only
train,100_7693,100,7693,1,mots_only
train,100_7713,100,7713,1,mots_only
train,100_7733,100,7733,1,mots_only
train,100_7753,100,7753,1,mots_only
train,100_7773,100,7773,3,mots_only
train,100_7793,100,7793,3,mots_only
train,100_7813,100,7813,3,mots_only
train,100_7833,100,7833,3,mots_only
train,100_7843,100,7843,1,mots_only
train,100_7853,100,7853,3,mots_only
train,100_7863,100,7863,5,mots_only
train,100_7883,100,7883,5,mots_only
train,100_7903,100,7903,5,mots_only
train,100_7913,100,7913,4,mots_only
train,100_7923,100,7923,5,mots_only
train,100_7936,100,7936,5,mots_only
train,100_7943,100,7943,5,mots_only
train,100_7953,100,7953,5,mots_only
train,100_7963,100,7963,4,mots_only
train,100_7973,100,7973,2,mots_only
train,100_7993,100,7993,2,mots_only
train,100_8003,100,8003,2,mots_only
train,100_954,100,954,1,mots_only
train,100_974,100,974,2,mots_only
train,100_984,100,984,1,mots_only
train,100_994,100,994,2,mots_only
train,101_1012,101,1012,2,mots_only
train,101_1032,101,1032,2,mots_only
train,101_1052,101,1052,2,mots_only
train,101_1072,101,1072,2,mots_only
train,101_1092,101,1092,2,mots_only
train,101_1112,101,1112,2,mots_only
train,101_1132,101,1132,2,mots_only
train,101_1152,101,1152,2,mots_only
train,101_1172,101,1172,2,mots_only
train,101_1192,101,1192,2,mots_only
train,101_1194,101,1194,2,mots_only
train,101_1202,101,1202,2,mots_only
train,101_1205,101,1205,1,mots_only
train,101_1209,101,1209,2,mots_only
train,101_1210,101,1210,2,mots_only
train,101_1211,101,1211,2,mots_only
train,101_1231,101,1231,2,mots_only
train,101_1241,101,1241,2,mots_only
train,101_1251,101,1251,2,mots_only
train,101_1271,101,1271,2,mots_only
train,101_1291,101,1291,2,mots_only
train,101_1297,101,1297,2,mots_only
train,101_1347,101,1347,2,mots_only
train,101_1367,101,1367,2,mots_only
train,101_1471,101,1471,1,mots_only
train,101_1491,101,1491,1,yolo+mots
train,101_1511,101,1511,1,yolo+mots
train,101_1531,101,1531,1,mots_only
train,101_1551,101,1551,1,mots_only
train,101_1571,101,1571,1,mots_only
train,101_1591,101,1591,1,mots_only
train,101_1611,101,1611,1,mots_only
train,101_1631,101,1631,1,mots_only
train,101_1651,101,1651,1,mots_only
train,101_1671,101,1671,1,mots_only
train,101_1691,101,1691,1,mots_only
train,101_1711,101,1711,1,mots_only
train,101_1731,101,1731,1,mots_only
train,101_1734,101,1734,1,mots_only
train,101_1739,101,1739,1,mots_only
train,101_1742,101,1742,1,mots_only
train,101_1750,101,1750,1,mots_only
train,101_1751,101,1751,1,mots_only
train,101_1752,101,1752,1,mots_only
train,101_1771,101,1771,1,mots_only
train,101_1781,101,1781,1,mots_only
train,101_1796,101,1796,1,yolo+mots
train,101_1801,101,1801,1,mots_only
train,101_1803,101,1803,1,mots_only
train,101_1811,101,1811,1,mots_only
train,101_1831,101,1831,1,mots_only
train,101_1851,101,1851,1,mots_only
train,101_1861,101,1861,1,mots_only
train,101_1879,101,1879,1,mots_only
train,101_1882,101,1882,1,mots_only
train,101_2014,101,2014,1,mots_only
train,101_2034,101,2034,1,yolo+mots
train,101_2054,101,2054,1,mots_only
train,101_2074,101,2074,1,yolo+mots
train,101_2094,101,2094,1,mots_only
train,101_2114,101,2114,1,mots_only
train,101_2134,101,2134,1,mots_only
train,101_2141,101,2141,1,mots_only
train,101_2144,101,2144,1,mots_only
train,101_2164,101,2164,1,mots_only
train,101_2189,101,2189,1,mots_only
train,101_5528,101,5528,1,mots_only
train,101_5538,101,5538,2,mots_only
train,101_5548,101,5548,3,mots_only
train,101_5558,101,5558,3,mots_only
train,101_5578,101,5578,3,mots_only
train,101_5598,101,5598,3,mots_only
train,101_5618,101,5618,3,mots_only
train,101_5638,101,5638,1,yolo+mots
train,101_5658,101,5658,3,mots_only
train,101_5678,101,5678,3,mots_only
train,101_5698,101,5698,3,mots_only
train,101_5718,101,5718,3,mots_only
train,101_5738,101,5738,3,mots_only
train,101_5758,101,5758,3,mots_only
train,101_5768,101,5768,3,mots_only
train,101_5778,101,5778,1,yolo+mots
train,101_5791,101,5791,3,mots_only
train,101_5798,101,5798,3,mots_only
train,101_5818,101,5818,3,mots_only
train,101_5838,101,5838,3,mots_only
train,101_5858,101,5858,3,mots_only
train,101_5878,101,5878,3,mots_only
train,101_5898,101,5898,3,mots_only
train,101_5918,101,5918,3,mots_only
train,101_5923,101,5923,3,mots_only
train,101_5926,101,5926,3,mots_only
train,101_5929,101,5929,3,mots_only
train,101_5932,101,5932,3,mots_only
train,101_5935,101,5935,3,mots_only
train,101_5937,101,5937,3,mots_only
train,101_5957,101,5957,1,yolo+mots
train,101_5977,101,5977,1,yolo+mots
train,101_5996,101,5996,3,mots_only
train,101_5997,101,5997,3,mots_only
train,101_6007,101,6007,3,mots_only
train,101_6057,101,6057,1,mots_only
train,101_6087,101,6087,1,mots_only
train,101_6107,101,6107,1,mots_only
train,101_7257,101,7257,2,mots_only
train,101_7258,101,7258,2,mots_only
train,101_7259,101,7259,3,mots_only
train,101_7279,101,7279,3,mots_only
train,101_7289,101,7289,3,mots_only
train,101_7299,101,7299,3,mots_only
train,101_7309,101,7309,3,mots_only
train,101_7329,101,7329,3,mots_only
train,101_7349,101,7349,3,mots_only
train,101_7359,101,7359,3,mots_only
train,101_7379,101,7379,3,mots_only
train,101_7399,101,7399,3,mots_only
train,101_7409,101,7409,3,mots_only
train,101_7419,101,7419,2,mots_only
train,101_962,101,962,1,mots_only
train,101_972,101,972,1,mots_only
train,101_992,101,992,1,mots_only
train,102_1019,102,1019,1,mots_only
train,102_1039,102,1039,1,mots_only
train,102_1049,102,1049,2,mots_only
train,102_1069,102,1069,3,mots_only
train,102_1089,102,1089,3,mots_only
train,102_1099,102,1099,3,mots_only
train,102_1119,102,1119,3,mots_only
train,102_1139,102,1139,3,mots_only
train,102_1149,102,1149,3,mots_only
train,102_1159,102,1159,3,mots_only
train,102_1169,102,1169,3,mots_only
train,102_1179,102,1179,3,mots_only
train,102_1189,102,1189,3,mots_only
train,102_1199,102,1199,3,mots_only
train,102_1209,102,1209,3,mots_only
train,102_1219,102,1219,3,mots_only
train,102_1229,102,1229,3,mots_only
train,102_1239,102,1239,3,mots_only
train,102_1249,102,1249,3,mots_only
train,102_1259,102,1259,3,mots_only
train,102_1269,102,1269,3,mots_only
train,102_1279,102,1279,3,mots_only
train,102_1299,102,1299,3,mots_only
train,102_1319,102,1319,3,mots_only
train,102_1339,102,1339,3,mots_only
train,102_1359,102,1359,3,mots_only
train,102_1369,102,1369,3,mots_only
train,102_1389,102,1389,3,mots_only
train,102_1409,102,1409,3,mots_only
train,102_1419,102,1419,3,mots_only
train,102_1429,102,1429,2,mots_only
train,102_1449,102,1449,2,mots_only
train,102_1469,102,1469,2,mots_only
train,102_1479,102,1479,2,mots_only
train,102_2160,102,2160,2,mots_only
train,102_2173,102,2173,2,mots_only
train,102_2193,102,2193,3,mots_only
train,102_2195,102,2195,3,mots_only
train,102_2205,102,2205,3,mots_only
train,102_2215,102,2215,3,mots_only
train,102_2225,102,2225,3,mots_only
train,102_2245,102,2245,3,mots_only
train,102_2265,102,2265,3,mots_only
train,102_2275,102,2275,3,mots_only
train,102_2285,102,2285,2,mots_only
train,102_2295,102,2295,1,mots_only
train,102_312,102,312,2,mots_only
train,102_322,102,322,1,yolo+mots
train,102_342,102,342,2,mots_only
train,102_351,102,351,1,mots_only
train,102_352,102,352,2,mots_only
train,102_357,102,357,3,mots_only
train,102_367,102,367,1,mots_only
train,102_372,102,372,2,mots_only
train,102_382,102,382,2,mots_only
train,102_387,102,387,3,mots_only
train,102_397,102,397,2,mots_only
train,102_407,102,407,2,mots_only
train,102_417,102,417,1,yolo+mots
train,102_437,102,437,1,yolo+mots
train,102_457,102,457,1,mots_only
train,102_477,102,477,1,mots_only
train,102_480,102,480,1,mots_only
train,102_487,102,487,1,mots_only
train,102_490,102,490,1,mots_only
train,102_979,102,979,1,mots_only
train,102_999,102,999,1,mots_only
train,103_1418,103,1418,1,mots_only
train,103_1428,103,1428,1,yolo+mots
train,103_1438,103,1438,1,yolo+mots
train,103_1458,103,1458,1,yolo+mots
train,103_1468,103,1468,1,yolo+mots
train,103_1478,103,1478,1,yolo+mots
train,103_1498,103,1498,1,yolo+mots
train,103_1518,103,1518,1,yolo+mots
train,103_1538,103,1538,1,yolo+mots
train,103_1558,103,1558,1,yolo+mots
train,103_1578,103,1578,2,mots_only
train,103_1598,103,1598,1,yolo+mots
train,103_1618,103,1618,2,mots_only
train,103_1638,103,1638,2,mots_only
train,103_1658,103,1658,2,mots_only
train,103_1678,103,1678,2,mots_only
train,103_1688,103,1688,2,mots_only
train,103_1698,103,1698,2,mots_only
train,103_1718,103,1718,2,mots_only
train,103_1748,103,1748,2,mots_only
train,103_1768,103,1768,2,mots_only
train,103_1788,103,1788,2,mots_only
train,103_1808,103,1808,2,mots_only
train,103_1828,103,1828,1,yolo+mots
train,103_1848,103,1848,2,mots_only
train,103_1868,103,1868,1,mots_only
train,103_1872,103,1872,1,mots_only
train,103_2874,103,2874,2,mots_only
train,103_2875,103,2875,1,mots_only
train,103_2889,103,2889,2,mots_only
train,103_2899,103,2899,2,mots_only
train,103_2919,103,2919,2,mots_only
train,103_2939,103,2939,2,mots_only
train,103_2959,103,2959,2,mots_only
train,103_2979,103,2979,2,mots_only
train,103_2992,103,2992,1,mots_only
train,103_2993,103,2993,1,mots_only
train,103_2994,103,2994,1,mots_only
train,103_2999,103,2999,2,mots_only
train,103_3019,103,3019,2,mots_only
train,103_3039,103,3039,2,mots_only
train,103_3059,103,3059,2,mots_only
train,103_3079,103,3079,2,mots_only
train,103_3099,103,3099,2,mots_only
train,103_3103,103,3103,2,mots_only
train,103_3119,103,3119,2,mots_only
train,103_3129,103,3129,2,mots_only
train,103_3139,103,3139,2,mots_only
train,103_3159,103,3159,2,mots_only
train,103_3163,103,3163,2,mots_only
train,103_3208,103,3208,2,mots_only
train,103_3228,103,3228,2,mots_only
train,103_3248,103,3248,2,mots_only
train,103_3258,103,3258,1,yolo+mots
train,103_3278,103,3278,3,mots_only
train,103_3298,103,3298,4,mots_only
train,103_3318,103,3318,4,mots_only
train,103_3338,103,3338,4,mots_only
train,103_3358,103,3358,4,mots_only
train,103_3368,103,3368,1,mots_only
train,103_3378,103,3378,5,mots_only
train,103_3398,103,3398,1,yolo+mots
train,103_3408,103,3408,1,yolo+mots
train,103_3418,103,3418,1,yolo+mots
train,103_3428,103,3428,4,mots_only
train,103_3438,103,3438,1,yolo+mots
train,103_3458,103,3458,4,mots_only
train,103_3468,103,3468,1,mots_only
train,103_3478,103,3478,4,mots_only
train,103_3488,103,3488,1,mots_only
train,103_3498,103,3498,4,mots_only
train,103_3508,103,3508,1,mots_only
train,103_3518,103,3518,4,mots_only
train,103_3538,103,3538,4,mots_only
train,103_3558,103,3558,4,mots_only
train,103_3578,103,3578,4,mots_only
train,103_3598,103,3598,4,mots_only
train,103_3618,103,3618,3,mots_only
train,103_3628,103,3628,3,mots_only
train,103_3638,103,3638,1,mots_only
train,103_3648,103,3648,1,mots_only
train,103_5107,103,5107,1,mots_only
train,103_5127,103,5127,1,mots_only
train,103_5147,103,5147,1,mots_only
train,103_5167,103,5167,1,mots_only
train,103_5177,103,5177,2,mots_only
train,103_5197,103,5197,3,mots_only
train,103_5217,103,5217,3,mots_only
train,103_5227,103,5227,4,mots_only
train,103_5247,103,5247,4,mots_only
train,103_5267,103,5267,4,mots_only
train,103_5287,103,5287,4,mots_only
train,103_5307,103,5307,4,mots_only
train,103_5317,103,5317,4,mots_only
train,103_5337,103,5337,1,mots_only
train,103_5357,103,5357,1,mots_only
train,104_1002,104,1002,2,yolo+mots
train,104_1014,104,1014,2,yolo+mots
train,104_102,104,102,1,mots_only
train,104_1022,104,1022,1,yolo+mots
train,104_1034,104,1034,1,yolo+mots
train,104_1042,104,1042,1,yolo+mots
train,104_1054,104,1054,1,yolo+mots
train,104_1062,104,1062,1,yolo+mots
train,104_1064,104,1064,1,yolo+mots
train,104_1082,104,1082,1,yolo+mots
train,104_1102,104,1102,1,yolo+mots
train,104_1122,104,1122,1,yolo+mots
train,104_1142,104,1142,1,yolo+mots
train,104_1162,104,1162,1,yolo+mots
train,104_1182,104,1182,1,yolo+mots
train,104_1202,104,1202,1,yolo+mots
train,104_122,104,122,1,mots_only
train,104_1222,104,1222,1,yolo+mots
train,104_1242,104,1242,1,yolo+mots
train,104_1262,104,1262,2,yolo+mots
train,104_1282,104,1282,2,yolo+mots
train,104_1302,104,1302,1,yolo+mots
train,104_1322,104,1322,2,yolo+mots
train,104_1342,104,1342,1,yolo+mots
train,104_1362,104,1362,1,yolo+mots
train,104_1382,104,1382,1,yolo+mots
train,104_1402,104,1402,2,yolo+mots
train,104_142,104,142,1,mots_only
train,104_1422,104,1422,2,yolo+mots
train,104_1442,104,1442,2,yolo+mots
train,104_1462,104,1462,2,yolo+mots
train,104_1482,104,1482,2,yolo+mots
train,104_1502,104,1502,2,yolo+mots
train,104_1504,104,1504,2,yolo+mots
train,104_1505,104,1505,2,yolo+mots
train,104_1525,104,1525,2,yolo+mots
train,104_1535,104,1535,2,yolo+mots
train,104_1536,104,1536,2,yolo+mots
train,104_1545,104,1545,3,yolo+mots
train,104_1565,104,1565,3,yolo+mots
train,104_1585,104,1585,2,yolo+mots
train,104_1605,104,1605,1,yolo+mots
train,104_162,104,162,1,mots_only
train,104_1625,104,1625,1,yolo+mots
train,104_1645,104,1645,2,yolo+mots
train,104_1665,104,1665,2,yolo+mots
train,104_1685,104,1685,2,yolo+mots
train,104_1705,104,1705,2,yolo+mots
train,104_1725,104,1725,2,yolo+mots
train,104_1745,104,1745,2,yolo+mots
train,104_1765,104,1765,2,yolo+mots
train,104_1775,104,1775,1,yolo+mots
train,104_1785,104,1785,1,yolo+mots
train,104_1805,104,1805,1,yolo+mots
train,104_182,104,182,1,mots_only
train,104_1825,104,1825,1,mots_only
train,104_202,104,202,2,mots_only
train,104_222,104,222,2,mots_only
train,104_242,104,242,2,mots_only
train,104_262,104,262,2,mots_only
train,104_282,104,282,2,mots_only
train,104_2918,104,2918,1,mots_only
train,104_2938,104,2938,1,mots_only
train,104_2958,104,2958,1,mots_only
train,104_2978,104,2978,1,yolo+mots
train,104_2998,104,2998,1,mots_only
train,104_302,104,302,2,mots_only
train,104_3028,104,3028,1,yolo+mots
train,104_3048,104,3048,1,yolo+mots
train,104_3068,104,3068,1,mots_only
train,104_3088,104,3088,1,mots_only
train,104_3108,104,3108,1,mots_only
train,104_3128,104,3128,1,mots_only
train,104_3148,104,3148,1,mots_only
train,104_3168,104,3168,1,mots_only
train,104_3188,104,3188,1,mots_only
train,104_32,104,32,1,mots_only
train,104_3208,104,3208,1,mots_only
train,104_322,104,322,2,mots_only
train,104_3228,104,3228,1,mots_only
train,104_3248,104,3248,1,mots_only
train,104_3255,104,3255,1,mots_only
train,104_3257,104,3257,1,mots_only
train,104_3259,104,3259,1,mots_only
train,104_3260,104,3260,1,mots_only
train,104_3268,104,3268,1,mots_only
train,104_3270,104,3270,1,mots_only
train,104_3288,104,3288,1,mots_only
train,104_3308,104,3308,1,mots_only
train,104_3328,104,3328,1,mots_only
train,104_3348,104,3348,1,mots_only
train,104_3368,104,3368,1,mots_only
train,104_3388,104,3388,1,mots_only
train,104_3408,104,3408,1,mots_only
train,104_342,104,342,2,mots_only
train,104_3428,104,3428,1,mots_only
train,104_3448,104,3448,1,mots_only
train,104_3468,104,3468,1,mots_only
train,104_3488,104,3488,1,mots_only
train,104_3508,104,3508,1,mots_only
train,104_3528,104,3528,1,yolo+mots
train,104_3548,104,3548,1,mots_only
train,104_3568,104,3568,1,mots_only
train,104_3588,104,3588,1,mots_only
train,104_3608,104,3608,1,mots_only
train,104_362,104,362,2,mots_only
train,104_3628,104,3628,1,mots_only
train,104_364,104,364,2,mots_only
train,104_3648,104,3648,1,mots_only
train,104_3668,104,3668,1,yolo+mots
train,104_3688,104,3688,1,yolo+mots
train,104_3708,104,3708,1,yolo+mots
train,104_3728,104,3728,1,yolo+mots
train,104_3748,104,3748,1,mots_only
train,104_382,104,382,2,mots_only
train,104_384,104,384,2,mots_only
train,104_402,104,402,2,mots_only
train,104_404,104,404,2,mots_only
train,104_42,104,42,1,mots_only
train,104_422,104,422,2,mots_only
train,104_424,104,424,2,mots_only
train,104_441,104,441,2,mots_only
train,104_442,104,442,2,mots_only
train,104_443,104,443,2,mots_only
train,104_444,104,444,2,mots_only
train,104_451,104,451,2,mots_only
train,104_452,104,452,2,mots_only
train,104_455,104,455,2,mots_only
train,104_462,104,462,2,mots_only
train,104_482,104,482,2,mots_only
train,104_502,104,502,2,mots_only
train,104_521,104,521,1,yolo+mots
train,104_522,104,522,1,yolo+mots
train,104_541,104,541,1,yolo+mots
train,104_542,104,542,1,yolo+mots
train,104_561,104,561,1,yolo+mots
train,104_562,104,562,1,yolo+mots
train,104_582,104,582,1,yolo+mots
train,104_602,104,602,2,yolo+mots
train,104_612,104,612,2,yolo+mots
train,104_62,104,62,1,mots_only
train,104_632,104,632,2,yolo+mots
train,104_652,104,652,2,yolo+mots
train,104_672,104,672,2,yolo+mots
train,104_692,104,692,2,yolo+mots
train,104_712,104,712,2,yolo+mots
train,104_732,104,732,2,yolo+mots
train,104_752,104,752,2,yolo+mots
train,104_772,104,772,3,yolo+mots
train,104_792,104,792,3,yolo+mots
train,104_812,104,812,3,yolo+mots
train,104_82,104,82,1,mots_only
train,104_822,104,822,3,yolo+mots
train,104_842,104,842,4,yolo+mots
train,104_862,104,862,4,yolo+mots
train,104_864,104,864,4,yolo+mots
train,104_874,104,874,4,yolo+mots
train,104_882,104,882,4,yolo+mots
train,104_894,104,894,4,yolo+mots
train,104_902,104,902,4,yolo+mots
train,104_914,104,914,4,yolo+mots
train,104_922,104,922,4,yolo+mots
train,104_934,104,934,4,yolo+mots
train,104_942,104,942,4,yolo+mots
train,104_954,104,954,4,yolo+mots
train,104_962,104,962,3,yolo+mots
train,104_974,104,974,2,yolo+mots
train,104_982,104,982,2,yolo+mots
train,104_994,104,994,2,yolo+mots
train,105_1006,105,1006,3,yolo+mots
train,105_1026,105,1026,3,yolo+mots
train,105_1046,105,1046,3,yolo+mots
train,105_1066,105,1066,3,yolo+mots
train,105_1086,105,1086,3,yolo+mots
train,105_1106,105,1106,2,yolo+mots
train,105_1116,105,1116,1,yolo+mots
train,105_1136,105,1136,1,yolo+mots
train,105_1146,105,1146,1,yolo+mots
train,105_1156,105,1156,1,yolo+mots
train,105_1166,105,1166,2,yolo+mots
train,105_1186,105,1186,3,yolo+mots
train,105_1206,105,1206,3,yolo+mots
train,105_1216,105,1216,3,yolo+mots
train,105_1226,105,1226,3,yolo+mots
train,105_1246,105,1246,3,yolo+mots
train,105_1256,105,1256,3,yolo+mots
train,105_1266,105,1266,3,yolo+mots
train,105_1286,105,1286,3,yolo+mots
train,105_1306,105,1306,2,yolo+mots
train,105_1326,105,1326,3,yolo+mots
train,105_1346,105,1346,2,yolo+mots
train,105_1366,105,1366,2,yolo+mots
train,105_1371,105,1371,2,yolo+mots
train,105_1375,105,1375,2,yolo+mots
train,105_1386,105,1386,1,yolo+mots
train,105_1406,105,1406,2,yolo+mots
train,105_1426,105,1426,2,yolo+mots
train,105_1446,105,1446,3,yolo+mots
train,105_1456,105,1456,3,yolo+mots
train,105_1466,105,1466,2,yolo+mots
train,105_1476,105,1476,2,yolo+mots
train,105_1496,105,1496,3,yolo+mots
train,105_1516,105,1516,3,yolo+mots
