split,image,kept,reason,boxes_out
train,101_1811,True,ok,1
train,101_1831,True,ok,1
train,101_1851,True,ok,1
train,101_1861,True,ok,1
train,101_1879,True,ok,1
train,101_1882,True,ok,1
train,101_2014,True,ok,1
train,101_2034,True,ok,1
train,101_2054,True,ok,1
train,101_2074,True,ok,1
train,101_2094,True,ok,1
train,101_2114,True,ok,1
train,101_2134,True,ok,1
train,101_2141,True,ok,1
train,101_2144,True,ok,1
train,101_2164,True,ok,1
train,101_2189,True,ok,1
train,101_5528,True,ok,1
train,101_5538,True,ok,2
train,101_5548,True,ok,3
train,101_5558,True,ok,3
train,101_5578,True,ok,3
train,101_5598,True,ok,3
train,101_5618,True,ok,3
train,101_5638,True,ok,1
train,101_5658,True,ok,3
train,101_5678,True,ok,3
train,101_5698,True,ok,3
train,101_5718,True,ok,3
train,101_5738,True,ok,3
train,101_5758,True,ok,3
train,101_5768,True,ok,3
train,101_5778,True,ok,1
train,101_5791,True,ok,3
train,101_5798,True,ok,3
train,101_5818,True,ok,3
train,101_5838,True,ok,3
train,101_5858,True,ok,3
train,101_5878,True,ok,3
train,101_5898,True,ok,3
train,101_5918,True,ok,3
train,101_5923,True,ok,3
train,101_5926,True,ok,3
train,101_5929,True,ok,3
train,101_5932,True,ok,3
train,101_5935,True,ok,3
train,101_5937,True,ok,3
train,101_5957,True,ok,1
train,101_5977,True,ok,1
train,101_5996,True,ok,3
train,101_5997,True,ok,3
train,101_6007,True,ok,3
train,101_6057,True,ok,1
train,101_6087,True,ok,1
train,101_6107,True,ok,1
train,101_7257,True,ok,2
train,101_7258,True,ok,2
train,101_7259,True,ok,3
train,101_7279,True,ok,3
train,101_7289,True,ok,3
train,101_7299,True,ok,3
train,101_7309,True,ok,3
train,101_7329,True,ok,3
train,101_7349,True,ok,3
train,101_7359,True,ok,3
train,101_7379,True,ok,3
train,101_7399,True,ok,3
train,101_7409,True,ok,3
train,101_7419,True,ok,2
train,101_962,True,ok,1
train,101_972,True,ok,1
train,101_992,True,ok,1
train,102_1019,True,ok,1
train,102_1039,True,ok,1
train,102_1049,True,ok,2
train,102_1069,True,ok,3
train,102_1089,True,ok,3
train,102_1099,True,ok,3
train,102_1119,True,ok,3
train,102_1139,True,ok,3
train,102_1149,True,ok,3
train,102_1159,True,ok,3
train,102_1169,True,ok,3
train,102_1179,True,ok,3
train,102_1189,True,ok,3
train,102_1199,True,ok,3
train,102_1209,True,ok,3
train,102_1219,True,ok,3
train,102_1229,True,ok,3
train,102_1239,True,ok,3
train,102_1249,True,ok,3
train,102_1259,True,ok,3
train,102_1269,True,ok,3
train,102_1279,True,ok,3
train,102_1299,True,ok,3
train,102_1319,True,ok,3
train,102_1339,True,ok,3
train,102_1359,True,ok,3
train,102_1369,True,ok,3
train,102_1389,True,ok,3
train,102_1409,True,ok,3
train,102_1419,True,ok,3
train,102_1429,True,ok,2
train,102_1449,True,ok,2
train,102_1469,True,ok,2
train,102_1479,True,ok,2
train,102_2160,True,ok,2
train,102_2173,True,ok,2
train,102_2193,True,ok,3
train,102_2195,True,ok,3
train,102_2205,True,ok,3
train,102_2215,True,ok,3
train,102_2225,True,ok,3
train,102_2245,True,ok,3
train,102_2265,True,ok,3
train,102_2275,True,ok,3
train,102_2285,True,ok,2
train,102_2295,True,ok,1
train,102_312,True,ok,2
train,102_322,True,ok,1
train,102_342,True,ok,2
train,102_351,True,ok,1
train,102_352,True,ok,2
train,102_357,True,ok,3
train,102_367,True,ok,1
train,102_372,True,ok,2
train,102_382,True,ok,2
train,102_387,True,ok,3
train,102_397,True,ok,2
train,102_407,True,ok,2
train,102_417,True,ok,1
train,102_437,True,ok,1
train,102_457,True,ok,1
train,102_477,True,ok,1
train,102_480,True,ok,1
train,102_487,True,ok,1
train,102_490,True,ok,1
train,102_979,True,ok,1
train,102_999,True,ok,1
train,103_1418,True,ok,1
train,103_1428,True,ok,1
train,103_1438,True,ok,1
train,103_1458,True,ok,1
train,103_1468,True,ok,1
train,103_1478,True,ok,1
train,103_1498,True,ok,1
train,103_1518,True,ok,1
train,103_1538,True,ok,1
train,103_1558,True,ok,1
train,103_1578,True,ok,2
train,103_1598,True,ok,1
train,103_1618,True,ok,2
train,103_1638,True,ok,2
train,103_1658,True,ok,2
train,103_1678,True,ok,2
train,103_1688,True,ok,2
train,103_1698,True,ok,2
train,103_1718,True,ok,2
train,103_1748,True,ok,2
train,103_1768,True,ok,2
train,103_1788,True,ok,2
train,103_1808,True,ok,2
train,103_1828,True,ok,1
train,103_1848,True,ok,2
train,103_1868,True,ok,1
train,103_1872,True,ok,1
train,103_2874,False,excluded_species,0
train,103_2875,False,excluded_species,0
train,103_2889,False,excluded_species,0
train,103_2899,False,excluded_species,0
train,103_2919,False,excluded_species,0
train,103_2939,False,excluded_species,0
train,103_2959,False,excluded_species,0
train,103_2979,False,excluded_species,0
train,103_2992,False,excluded_species,0
train,103_2993,False,excluded_species,0
train,103_2994,False,excluded_species,0
train,103_2999,False,excluded_species,0
train,103_3019,False,excluded_species,0
train,103_3039,False,excluded_species,0
train,103_3059,False,excluded_species,0
train,103_3079,False,excluded_species,0
train,103_3099,False,excluded_species,0
train,103_3103,False,excluded_species,0
train,103_3119,False,excluded_species,0
train,103_3129,False,excluded_species,0
train,103_3139,False,excluded_species,0
train,103_3159,False,excluded_species,0
train,103_3163,False,excluded_species,0
train,103_3208,True,ok,2
train,103_3228,True,ok,2
train,103_3248,True,ok,2
train,103_3258,True,ok,1
train,103_3278,True,ok,3
train,103_3298,True,ok,4
train,103_3318,True,ok,4
train,103_3338,True,ok,4
train,103_3358,True,ok,4
train,103_3368,True,ok,1
train,103_3378,True,ok,5
train,103_3398,True,ok,1
train,103_3408,True,ok,1
train,103_3418,False,ambiguous_motion,0
train,103_3428,True,ok,4
train,103_3438,True,ok,1
train,103_3458,True,ok,4
train,103_3468,True,ok,1
train,103_3478,True,ok,4
train,103_3488,True,ok,1
train,103_3498,True,ok,4
train,103_3508,True,ok,1
train,103_3518,True,ok,4
train,103_3538,True,ok,4
train,103_3558,True,ok,4
train,103_3578,True,ok,4
train,103_3598,True,ok,4
train,103_3618,True,ok,3
train,103_3628,True,ok,3
train,103_3638,True,ok,1
train,103_3648,True,ok,1
train,103_5107,True,ok,1
train,103_5127,True,ok,1
train,103_5147,True,ok,1
train,103_5167,True,ok,1
train,103_5177,True,ok,2
train,103_5197,True,ok,3
train,103_5217,True,ok,3
train,103_5227,True,ok,4
train,103_5247,True,ok,4
train,103_5267,True,ok,4
train,103_5287,True,ok,4
train,103_5307,True,ok,4
train,103_5317,True,ok,4
train,103_5337,True,ok,1
train,103_5357,True,ok,1
train,104_1002,True,ok,2
train,104_1014,False,ambiguous_motion,0
train,104_102,True,ok,1
train,104_1022,True,ok,1
train,104_1034,False,ambiguous_motion,0
train,104_1042,True,ok,1
train,104_1054,False,ambiguous_motion,0
train,104_1062,True,ok,1
train,104_1064,False,ambiguous_motion,0
train,104_1082,True,ok,1
train,104_1102,True,ok,1
train,104_1122,True,ok,1
train,104_1142,True,ok,1
train,104_1162,True,ok,1
train,104_1182,True,ok,1
train,104_1202,True,ok,1
train,104_122,True,ok,1
train,104_1222,True,ok,1
train,104_1242,True,ok,1
train,104_1262,True,ok,2
train,104_1282,True,ok,2
train,104_1302,True,ok,1
train,104_1322,True,ok,2
train,104_1342,True,ok,1
train,104_1362,True,ok,1
train,104_1382,True,ok,1
train,104_1402,True,ok,2
train,104_142,True,ok,1
train,104_1422,True,ok,2
train,104_1442,True,ok,2
train,104_1462,True,ok,2
train,104_1482,True,ok,2
train,104_1502,True,ok,2
train,104_1504,True,ok,2
train,104_1505,True,ok,2
train,104_1525,True,ok,2
train,104_1535,False,ambiguous_motion,0
train,104_1536,False,ambiguous_motion,0
train,104_1545,False,ambiguous_motion,0
train,104_1565,False,ambiguous_motion,0
train,104_1585,False,ambiguous_motion,0
train,104_1605,True,ok,1
train,104_162,True,ok,1
train,104_1625,True,ok,1
train,104_1645,True,ok,2
train,104_1665,True,ok,2
train,104_1685,True,ok,2
train,104_1705,True,ok,2
train,104_1725,True,ok,2
train,104_1745,True,ok,2
train,104_1765,True,ok,2
train,104_1775,True,ok,1
train,104_1785,True,ok,1
train,104_1805,True,ok,1
train,104_182,True,ok,1
train,104_1825,True,ok,1
train,104_202,True,ok,2
train,104_222,True,ok,2
train,104_242,True,ok,2
train,104_262,True,ok,2
train,104_282,True,ok,2
train,104_2918,False,ambiguous_motion,0
train,104_2938,False,ambiguous_motion,0
train,104_2958,False,ambiguous_motion,0
train,104_2978,False,ambiguous_motion,0
train,104_2998,False,ambiguous_motion,0
train,104_302,True,ok,2
train,104_3028,False,ambiguous_motion,0
train,104_3048,False,ambiguous_motion,0
train,104_3068,False,ambiguous_motion,0
train,104_3088,False,ambiguous_motion,0
train,104_3108,False,ambiguous_motion,0
train,104_3128,False,ambiguous_motion,0
train,104_3148,False,ambiguous_motion,0
train,104_3168,False,ambiguous_motion,0
train,104_3188,False,ambiguous_motion,0
train,104_32,True,ok,1
train,104_3208,False,ambiguous_motion,0
train,104_322,True,ok,2
train,104_3228,False,ambiguous_motion,0
train,104_3248,False,ambiguous_motion,0
train,104_3255,False,ambiguous_motion,0
train,104_3257,False,ambiguous_motion,0
train,104_3259,False,ambiguous_motion,0
train,104_3260,False,ambiguous_motion,0
train,104_3268,False,ambiguous_motion,0
train,104_3270,False,ambiguous_motion,0
train,104_3288,False,ambiguous_motion,0
train,104_3308,False,ambiguous_motion,0
train,104_3328,False,ambiguous_motion,0
train,104_3348,False,ambiguous_motion,0
train,104_3368,False,ambiguous_motion,0
train,104_3388,False,ambiguous_motion,0
train,104_3408,False,ambiguous_motion,0
train,104_342,True,ok,2
train,104_3428,False,ambiguous_motion,0
train,104_3448,False,ambiguous_motion,0
train,104_3468,False,ambiguous_motion,0
train,104_3488,False,ambiguous_motion,0
train,104_3508,False,ambiguous_motion,0
train,104_3528,False,ambiguous_motion,0
train,104_3548,False,ambiguous_motion,0
train,104_3568,False,ambiguous_motion,0
train,104_3588,False,ambiguous_motion,0
train,104_3608,False,ambiguous_motion,0
train,104_362,True,ok,2
train,104_3628,False,ambiguous_motion,0
train,104_364,True,ok,2
train,104_3648,False,ambiguous_motion,0
train,104_3668,False,ambiguous_motion,0
train,104_3688,False,ambiguous_motion,0
train,104_3708,False,ambiguous_motion,0
train,104_3728,False,ambiguous_motion,0
train,104_3748,False,ambiguous_motion,0
train,104_382,True,ok,2
train,104_384,True,ok,2
train,104_402,True,ok,2
train,104_404,True,ok,2
train,104_42,True,ok,1
train,104_422,True,ok,2
train,104_424,True,ok,2
train,104_441,True,ok,2
train,104_442,True,ok,2
train,104_443,True,ok,2
train,104_444,True,ok,2
train,104_451,True,ok,2
train,104_452,True,ok,2
train,104_455,True,ok,2
train,104_462,True,ok,2
train,104_482,True,ok,2
train,104_502,True,ok,2
train,104_521,True,ok,1
train,104_522,True,ok,1
train,104_541,True,ok,1
train,104_542,True,ok,1
train,104_561,True,ok,1
train,104_562,True,ok,1
train,104_582,True,ok,1
train,104_602,True,ok,2
train,104_612,True,ok,2
train,104_62,True,ok,1
train,104_632,True,ok,2
train,104_652,True,ok,2
train,104_672,True,ok,2
train,104_692,True,ok,2
train,104_712,True,ok,2
train,104_732,True,ok,2
train,104_752,True,ok,2
train,104_772,True,ok,3
train,104_792,True,ok,3
train,104_812,True,ok,3
train,104_82,True,ok,1
train,104_822,True,ok,3
train,104_842,True,ok,4
train,104_862,True,ok,4
train,104_864,False,ambiguous_motion,0
train,104_874,False,ambiguous_motion,0
train,104_882,True,ok,4
train,104_894,False,ambiguous_motion,0
train,104_902,True,ok,4
train,104_914,False,ambiguous_motion,0
train,104_922,True,ok,4
train,104_934,False,ambiguous_motion,0
train,104_942,True,ok,4
train,104_954,False,ambiguous_motion,0
train,104_962,True,ok,3
train,104_974,False,ambiguous_motion,0
train,104_982,True,ok,2
train,104_994,False,ambiguous_motion,0
train,105_1006,True,ok,3
train,105_1026,True,ok,3
train,105_1046,True,ok,3
train,105_1066,True,ok,3
train,105_1086,True,ok,3
train,105_1106,True,ok,2
train,105_1116,True,ok,1
train,105_1136,True,ok,1
train,105_1146,False,ambiguous_motion,0
train,105_1156,True,ok,1
train,105_1166,True,ok,2
train,105_1186,True,ok,3
train,105_1206,True,ok,3
train,105_1216,False,ambiguous_motion,0
train,105_1226,True,ok,3
train,105_1246,True,ok,3
train,105_1256,False,ambiguous_motion,0
train,105_1266,True,ok,3
train,105_1286,True,ok,3
train,105_1306,True,ok,2
train,105_1326,True,ok,3
train,105_1346,True,ok,2
train,105_1366,True,ok,2
train,105_1371,False,ambiguous_motion,0
train,105_1375,False,ambiguous_motion,0
train,105_1386,True,ok,1
train,105_1406,True,ok,2
train,105_1426,True,ok,2
train,105_1446,True,ok,3
train,105_1456,True,ok,3
train,105_1466,True,ok,2
train,105_1476,True,ok,2
train,105_1496,True,ok,3
train,105_1516,True,ok,3
train,105_1536,True,ok,2
train,105_1556,True,ok,3
train,105_1576,True,ok,3
train,105_1596,True,ok,2
train,105_1616,True,ok,1
train,105_1636,True,ok,1
train,105_2815,True,ok,1
train,105_2840,True,ok,1
train,105_2845,True,ok,1
train,105_2850,True,ok,2
train,105_2855,True,ok,3
train,105_2870,True,ok,2
train,105_2875,False,ambiguous_motion,0
train,105_2890,True,ok,3
train,105_2895,False,ambiguous_motion,0
train,105_2910,True,ok,3
train,105_2925,False,ambiguous_motion,0
train,105_2930,True,ok,2
train,105_2945,False,ambiguous_motion,0
train,105_2950,True,ok,2
train,105_2965,False,ambiguous_motion,0
train,105_2970,True,ok,3
train,105_2985,False,ambiguous_motion,0
train,105_2990,True,ok,3
train,105_3005,False,ambiguous_motion,0
train,105_3010,True,ok,3
train,105_3025,False,ambiguous_motion,0
train,105_3030,True,ok,3
train,105_3045,False,ambiguous_motion,0
train,105_3050,True,ok,2
train,105_3058,False,ambiguous_motion,0
train,105_3065,False,ambiguous_motion,0
train,105_3070,True,ok,2
train,105_3080,False,ambiguous_motion,0
train,105_3085,False,ambiguous_motion,0
train,105_3090,True,ok,2
train,105_3104,False,ambiguous_motion,0
train,105_3105,False,ambiguous_motion,0
train,105_3110,True,ok,2
train,105_3113,False,ambiguous_motion,0
train,105_3125,False,ambiguous_motion,0
train,105_3130,True,ok,2
train,105_3145,False,ambiguous_motion,0
train,105_3150,True,ok,2
train,105_3161,True,ok,1
train,105_3165,True,ok,1
train,105_3170,True,ok,5
train,105_3185,True,ok,1
train,105_3190,True,ok,5
train,105_3203,True,ok,3
train,105_3205,True,ok,1
train,105_3210,True,ok,5
train,105_3225,True,ok,1
train,105_3230,True,ok,1
train,105_3250,True,ok,5
train,105_3255,True,ok,1
train,105_3270,True,ok,5
train,105_3275,True,ok,1
train,105_3290,True,ok,3
train,105_3295,True,ok,1
train,105_3300,True,ok,2
train,105_3310,True,ok,2
train,105_3315,True,ok,1
train,105_3330,True,ok,2
train,105_3335,True,ok,1
train,105_3340,True,ok,2
train,105_3350,True,ok,2
train,105_3355,True,ok,1
train,105_3370,True,ok,2
train,105_3375,True,ok,1
train,105_3390,True,ok,2
train,105_3395,True,ok,1
train,105_3400,True,ok,2
train,105_3415,True,ok,1
train,105_3420,True,ok,2
train,105_3435,True,ok,1
train,105_3440,True,ok,1
train,105_3450,True,ok,1
train,105_3455,True,ok,1
train,105_3460,True,ok,1
train,105_3470,True,ok,1
train,105_3475,True,ok,1
train,105_3480,True,ok,1
train,105_3490,True,ok,2
train,105_3495,True,ok,2
train,105_3500,True,ok,1
train,105_3510,True,ok,2
train,105_3511,True,ok,1
train,105_3512,True,ok,1
train,105_3513,True,ok,1
train,105_3514,True,ok,1
train,105_3515,True,ok,2
train,105_3520,True,ok,1
train,105_3535,True,ok,1
train,105_3540,True,ok,2
train,105_3555,True,ok,1
train,105_3560,True,ok,2
train,105_3575,True,ok,1
train,105_3580,True,ok,1
train,105_3595,True,ok,1
train,105_3600,True,ok,1
train,105_3615,True,ok,1
train,105_3620,True,ok,1
train,105_3635,True,ok,1
train,105_3640,True,ok,1
train,105_3655,True,ok,1
train,105_3660,True,ok,1
train,105_3665,True,ok,1
train,105_5278,True,ok,1
train,105_5298,True,ok,1
train,105_5318,True,ok,1
train,105_5338,True,ok,1
train,105_5358,True,ok,1
train,105_5378,True,ok,1
train,105_5398,True,ok,1
train,105_5418,True,ok,1
train,105_5426,True,ok,1
train,105_5438,True,ok,1
train,105_5458,True,ok,1
train,105_5478,True,ok,1
train,105_5508,True,ok,1
train,105_5523,True,ok,1
train,105_5530,True,ok,1
train,105_5538,True,ok,1
train,105_5558,True,ok,1
train,105_5567,True,ok,1
train,105_5578,True,ok,1
train,105_5844,True,ok,1
train,105_5864,True,ok,1
train,105_5884,True,ok,1
train,105_5904,True,ok,1
train,105_5924,True,ok,1
train,105_5944,True,ok,1
train,105_956,True,ok,1
train,105_976,False,ambiguous_motion,0
train,105_986,True,ok,3
train,106_2485,True,ok,1
train,106_2495,True,ok,1
train,106_2515,True,ok,2
train,106_2535,True,ok,3
train,106_2555,True,ok,3
train,106_2575,True,ok,3
train,106_2595,True,ok,3
train,106_2615,True,ok,3
train,106_2635,True,ok,3
train,106_2655,True,ok,3
train,106_2675,True,ok,3
train,106_2695,True,ok,3
train,106_2713,False,ambiguous_motion,0
train,106_2715,True,ok,1
train,106_2735,True,ok,1
train,106_2755,True,ok,1
train,106_2775,True,ok,3
train,106_2795,True,ok,1
train,106_2815,True,ok,1
train,106_2835,True,ok,3
train,106_2855,True,ok,3
train,106_2875,True,ok,1
train,106_2878,True,ok,3
train,106_2879,True,ok,2
train,106_2885,True,ok,1
train,106_2888,True,ok,1
train,106_2895,True,ok,1
train,106_2899,True,ok,1
train,106_2919,True,ok,1
train,106_2939,True,ok,1
train,106_2959,True,ok,1
train,106_2979,True,ok,1
train,106_2989,True,ok,1
train,106_2999,True,ok,1
train,106_3019,True,ok,1
train,106_3039,True,ok,1
train,106_3058,True,ok,1
train,106_3059,True,ok,1
train,106_3079,True,ok,1
train,106_3099,True,ok,1
train,106_3119,True,ok,1
train,106_3139,True,ok,1
train,106_3159,True,ok,1
train,106_3179,True,ok,1
train,106_3199,True,ok,1
train,106_3219,True,ok,1
train,106_3236,True,ok,1
train,106_3239,True,ok,1
train,106_3259,True,ok,1
train,106_3279,True,ok,1
train,106_3299,True,ok,1
train,106_3319,True,ok,1
train,106_3339,True,ok,1
train,106_3359,True,ok,1
train,106_3379,True,ok,1
train,106_3399,True,ok,1
train,106_3419,True,ok,1
train,106_3439,True,ok,1
train,106_3459,True,ok,1
train,106_3479,True,ok,1
train,106_3499,True,ok,1
train,106_3519,True,ok,1
train,106_3539,True,ok,1
train,106_3559,True,ok,1
train,106_3579,True,ok,1
train,106_3599,True,ok,1
train,106_3619,True,ok,1
train,106_3639,True,ok,1
train,106_3659,True,ok,1
train,106_3679,True,ok,1
train,106_3709,True,ok,1
train,106_3729,True,ok,2
train,106_3749,True,ok,2
train,106_3767,True,ok,2
train,106_3768,True,ok,1
train,106_3769,True,ok,2
train,106_3772,True,ok,1
train,106_3774,True,ok,2
train,106_3779,True,ok,2
train,106_3788,True,ok,1
train,106_3799,True,ok,2
train,106_3809,True,ok,1
train,106_3818,True,ok,1
train,106_3819,True,ok,1
train,106_3839,True,ok,1
train,106_3849,True,ok,2
train,106_3869,True,ok,2
train,106_3879,True,ok,3
train,106_3899,True,ok,3
train,106_3919,True,ok,3
train,106_3939,True,ok,3
train,106_3951,True,ok,3
train,106_3953,True,ok,3
train,106_3973,True,ok,2
train,106_3983,True,ok,2
train,106_3993,True,ok,1
train,106_5137,True,ok,1
